META; english/premier-league/chelsea-v-crystal-palace; 2017-03-06 00:16:34 GMT+2; 2017-04-01 15:00; e70300-dr003
No Goalscorer; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 39/4; ; ; 39/4; ; ; ; ; ; ; ; ; 
Nadir Ciftci; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/2; ; 11; 21/2; ; ; 11; ; 11; ; ; ; 
Adam Gyurcso; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12; ; 12; ; ; ; 12; ; 12; ; ; ; 
Marcin Listkowski; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/2; ; 12; ; ; ; 12; ; 12; ; ; ; 
Michal Pazdan; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12; ; 12; ; ; ; 12; ; 12; ; ; ; 
Seiya Kitano; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12; ; 12; ; ; ; 12; ; 12; ; ; ; 
Rafal Murawski; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 29/2; ; 15; 29/2; ; ; 15; ; 15; ; ; ; 
Spas Delev; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 29/2; ; 15; ; ; ; 15; ; 15; ; ; ; 
Kamil Drygas; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 31/2; ; 16; ; ; ; 16; ; 16; ; ; ; 
Rafal Makowski; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 16; ; 16; ; ; ; 16; ; 16; ; ; ; 
Mate Tsintsadze; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 16; ; 17; ; ; ; 17; ; 17; ; ; ; 
Mateusz Matras; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 17; ; 17; ; ; ; 17; ; 17; ; ; ; 
Dawid Kort; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 18; ; 18; ; ; ; 18; ; 18; ; ; ; 
Artur Jedrzejczyk; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 37/2; ; 19; ; ; ; 19; ; 19; ; ; ; 
Jakub Rzezniczak; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 37/2; ; 19; ; ; ; 19; ; 19; ; ; ; 
Maciej Dabrowski; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19; ; 19; ; ; ; 19; ; 19; ; ; ; 
Mate Cincadze; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 41/2; ; 21; ; ; ; 21; ; 21; ; ; ; 
Adam Hlousek; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 45/2; ; 23; ; ; ; 23; ; 23; ; ; ; 
Lukasz Broz; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23; ; 23; ; ; ; 23; ; 23; ; ; ; 
Jaroslaw Fojut; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 24; ; 24; ; ; ; 24; ; 24; ; ; ; 
Robert Obst; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 24; ; 24; ; ; ; 24; ; 24; ; ; ; 
Jakub Czerwinski; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 30; ; 30; 30; ; ; 30; ; 30; ; ; ; 
Ricardo Nuno Nunes; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 29; ; 30; ; ; ; 30; ; 30; ; ; ; 
Tomasz Nawotka; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 30; ; 30; ; ; ; 30; ; 30; ; ; ; 
Sebastian Rudol; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 44; ; 45; ; ; ; 45; ; 45; ; ; ; 
Cornel Rapa; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 53; ; 55; ; ; ; 55; ; 55; ; ; ; 
David Niepsuj; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 54; ; 55; ; ; ; 55; ; 55; ; ; ; 
Hubert Matynia; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 66; ; 66; ; ; ; 66; ; 66; ; ; ; 
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-24 16:15:43 GMT+2; 2017-04-01 15:00; e70300-dr003
Chelsea; 1/4; 3/10; 2/7; 2/7; 2/7; 5/18; 2/7; 1/4; 3/10; 2/7; 2/7; 2/7; 1/4; 2/7; 2/7; 1/4; 5/19; 1/4; 1/4; 5/19; 2/7; 2/7; 5/19; 2/7; 5/19; ; ; 1/4; 3/10
Draw; 19/4; 4; 17/4; 4; 4; 19/4; 19/4; 9/2; 19/4; 17/4; 4; 15/4; 9/2; 4; 19/4; 9/2; 79/17; 9/2; 9/2; 79/17; 5; 23/5; 9/2; 17/4; 9/2; ; ; 23/5; 24/5
Crystal Palace; 10; 10; 10; 11; 12; 12; 12; 12; 10; 10; 10; 10; 11; 14; 9; 11; 11; 10; 23/2; 11; 13; 9; 23/2; 10; 23/2; ; ; 58/5; 54/5
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-24 20:15:52 GMT+2; 2017-04-01 15:00; e70300-dr003
Chelsea; 1/4; 3/10; 2/7; 2/7; 2/7; 5/18; 2/7; 1/4; 3/10; 2/7; 2/7; 2/7; 1/4; 2/7; 2/7; 1/4; 5/19; 1/4; 1/4; 5/19; 2/7; 2/7; 5/19; 2/7; 5/19; ; ; 1/4; 3/10
Draw; 19/4; 4; 17/4; 4; 4; 19/4; 19/4; 9/2; 19/4; 17/4; 4; 15/4; 9/2; 4; 19/4; 9/2; 79/17; 9/2; 9/2; 79/17; 5; 23/5; 9/2; 17/4; 9/2; ; ; 23/5; 24/5
Crystal Palace; 10; 10; 10; 11; 12; 12; 12; 12; 10; 10; 10; 10; 11; 14; 9; 11; 11; 10; 23/2; 11; 13; 9; 23/2; 10; 23/2; ; ; 58/5; 54/5
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-25 00:15:37 GMT+2; 2017-04-01 15:00; e70300-dr003
Chelsea; 1/4; 3/10; 2/7; 2/7; 2/7; 5/18; 2/7; 1/4; 3/10; ; 2/7; 2/7; 1/4; 2/7; 2/7; 1/4; 5/19; 1/4; 1/4; 5/19; 2/7; 2/7; 5/19; 2/7; 5/19; ; ; 1/4; 3/10
Draw; 19/4; 4; 17/4; 4; 4; 19/4; 19/4; 9/2; 19/4; ; 4; 15/4; 9/2; 4; 19/4; 9/2; 79/17; 9/2; 9/2; 79/17; 5; 23/5; 9/2; 17/4; 9/2; ; ; 23/5; 24/5
Crystal Palace; 10; 10; 10; 11; 12; 12; 12; 12; 10; ; 10; 10; 11; 14; 9; 11; 11; 10; 23/2; 11; 13; 9; 23/2; 10; 23/2; ; ; 53/5; 54/5
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-25 04:15:44 GMT+2; 2017-04-01 15:00; e70300-dr003
Chelsea; 1/4; 3/10; 2/7; 2/7; 2/7; 5/18; 2/7; 1/4; 3/10; 2/7; 2/7; 2/7; 1/4; 2/7; 2/7; 1/4; 5/19; 1/4; 1/4; 5/19; 2/7; 2/7; 5/19; 2/7; 5/19; ; ; 1/4; 3/10
Draw; 19/4; 4; 17/4; 4; 4; 19/4; 19/4; 9/2; 19/4; 17/4; 4; 15/4; 9/2; 4; 19/4; 9/2; 79/17; 9/2; 9/2; 79/17; 5; 23/5; 9/2; 17/4; 9/2; ; ; 21/5; 24/5
Crystal Palace; 10; 10; 10; 11; 12; 12; 12; 12; 10; 10; 10; 10; 11; 14; 9; 11; 43/4; 10; 23/2; 43/4; 13; 9; 23/2; 10; 23/2; ; ; 53/5; 54/5
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-25 08:15:47 GMT+2; 2017-04-01 15:00; e70300-dr003
Chelsea; 1/4; 3/10; 2/7; 2/7; 2/7; 5/18; 2/7; 1/4; 3/10; 2/7; 2/7; 2/7; 1/4; 2/7; 2/7; 1/4; 5/19; 1/4; 1/4; 5/19; 2/7; 2/7; 5/19; 2/7; 5/19; ; ; 1/4; 3/10
Draw; 19/4; 4; 17/4; 4; 4; 19/4; 19/4; 9/2; 19/4; 17/4; 4; 15/4; 9/2; 4; 19/4; 9/2; 79/17; 9/2; 9/2; 79/17; 5; 23/5; 9/2; 17/4; 9/2; ; ; 21/5; 24/5
Crystal Palace; 10; 10; 10; 11; 12; 12; 12; 12; 10; 10; 10; 10; 11; 14; 9; 11; 43/4; 10; 23/2; 43/4; 13; 9; 23/2; 10; 23/2; ; ; 53/5; 54/5
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-26 04:15:24 GMT+2; 2017-04-01 15:00; e70300-dr003
Chelsea; 1/4; 3/10; 2/7; 2/7; 2/7; 5/18; 2/7; 1/4; 3/10; 2/7; 2/7; 1/4; 1/4; 2/7; 2/7; 1/4; 5/19; 1/4; 1/4; 5/19; 2/7; 2/7; 5/19; 2/7; 5/19; ; ; 1/4; 3/10
Draw; 19/4; 4; 17/4; 4; 4; 19/4; 19/4; 9/2; 19/4; 17/4; 4; 4; 9/2; 4; 19/4; 9/2; 79/17; 9/2; 24/5; 79/17; 5; 23/5; 24/5; 17/4; 24/5; ; ; 22/5; 5
Crystal Palace; 10; 10; 10; 11; 12; 12; 12; 12; 10; 10; 10; 10; 11; 14; 9; 11; 43/4; 10; 11; 43/4; 13; 9; 11; 10; 11; ; ; 58/5; 
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-26 08:15:37 GMT+2; 2017-04-01 15:00; e70300-dr003
Chelsea; 1/4; 3/10; 2/7; 2/7; 2/7; 5/18; 2/7; 1/4; 3/10; 2/7; 2/7; 1/4; 1/4; 2/7; 2/7; 1/4; 5/19; 1/4; 1/4; 5/19; 2/7; 2/7; 5/19; 2/7; 5/19; ; ; 1/4; 3/10
Draw; 19/4; 4; 17/4; 4; 4; 19/4; 19/4; 9/2; 19/4; 17/4; 4; 4; 9/2; 4; 19/4; 9/2; 79/17; 9/2; 24/5; 79/17; 5; 23/5; 24/5; 17/4; 24/5; ; ; 22/5; 5
Crystal Palace; 10; 10; 10; 11; 12; 12; 12; 12; 10; 10; 10; 10; 11; 14; 9; 11; 43/4; 10; 11; 43/4; 13; 9; 11; 10; 11; ; ; 58/5; 
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-26 12:15:24 GMT+2; 2017-04-01 15:00; e70300-dr003
Chelsea; 1/4; 3/10; 2/7; 2/7; 2/7; 5/18; 2/7; 1/4; 3/10; 2/7; 2/7; 1/4; 1/4; 2/7; 2/7; 1/4; 5/19; 1/4; 1/4; 5/19; 2/7; 2/7; 5/19; 2/7; 5/19; ; ; 1/4; 3/10
Draw; 19/4; 4; 17/4; 4; 4; 19/4; 19/4; 9/2; 19/4; 17/4; 4; 4; 9/2; 4; 19/4; 9/2; 79/17; 9/2; 24/5; 79/17; 5; 23/5; 24/5; 17/4; 24/5; ; ; 23/5; 5
Crystal Palace; 10; 10; 10; 11; 12; 12; 12; 12; 10; 10; 10; 10; 11; 14; 9; 11; 43/4; 10; 11; 43/4; 13; 9; 11; 10; 11; ; ; 63/5; 
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-26 16:15:19 GMT+2; 2017-04-02 13:30; e70300-dr003
Ingolstadt; 6/5; 5/4; 5/4; 5/4; ; 5/4; 5/4; 6/5; 13/10; 6/5; 6/5; 6/5; 6/5; 5/4; 5/4; 5/4; 6/5; 6/5; 6/5; 6/5; 34/25; 13/11; 6/5; 6/5; 16/13; ; 10/9; ; 
Draw; 11/5; 11/5; 43/20; 11/5; ; 23/10; 9/4; 2; 11/5; 21/10; 2; 11/5; 11/5; 21/10; 11/5; 11/5; 21/10; 11/5; 21/10; 21/10; 56/25; 9/4; 21/10; 21/10; 21/10; ; 19/10; ; 
Mainz 05; 12/5; 23/10; 47/20; 23/10; ; 12/5; 5/2; 11/5; 12/5; 12/5; 9/4; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 23/10; 5/2; 12/5; 63/25; 28/13; 5/2; 12/5; 28/11; ; 21/10; ; 
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-26 16:15:36 GMT+2; 2017-04-01 15:00; e70300-dr003
Chelsea; 1/4; 3/10; 2/7; 2/7; 2/7; 5/18; 2/7; 1/4; 3/10; 2/7; 2/7; 1/4; 1/4; 2/7; 2/7; 1/4; 5/19; 1/4; 1/4; 5/19; 2/7; 2/7; 5/19; 2/7; 5/19; ; ; 1/4; 3/10
Draw; 19/4; 4; 17/4; 4; 4; 19/4; 19/4; 9/2; 19/4; 17/4; 4; 4; 9/2; 4; 19/4; 9/2; 79/17; 9/2; 24/5; 79/17; 5; 23/5; 24/5; 17/4; 24/5; ; ; 23/5; 5
Crystal Palace; 10; 10; 10; 11; 12; 12; 12; 12; 10; 10; 10; 10; 11; 14; 9; 11; 43/4; 10; 11; 43/4; 13; 9; 11; 10; 11; ; ; 12; 
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-26 20:15:40 GMT+2; 2017-04-03 18:00; e70300-dr003
FC Copenhagen; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/7; ; 8/11; 5/7; 17/20; ; 8/11; ; 3/4; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; 13/5; 5/2; 53/20; ; 13/5; ; 45/17; ; ; ; 
SonderjyskE; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 18/5; ; 7/2; 18/5; 15/4; ; 19/5; ; 19/5; ; ; ; 
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-27 00:15:14 GMT+2; ; e70300-dr003
Man City; 1/1000; 1/500; ; ; 1/500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Tottenham; 1/1000; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Liverpool; 1/100; 1/100; ; 1/100; 1/100; ; ; 1/100; ; ; ; ; 1/100; 1/100; 1/100; ; ; ; 1/100; ; ; 1/100; 1/100; ; 1/100; ; ; ; 
Man Utd; 1/25; 1/25; ; 1/50; 1/25; ; ; 1/50; ; ; ; ; 1/33; 1/50; 1/25; ; ; ; 1/25; ; 2/95; 1/33; 1/25; ; 1/25; ; ; ; 
Arsenal; 1/14; 1/12; ; 1/20; 1/14; ; 1/12; 1/25; ; ; ; ; 1/16; 1/16; 1/16; ; ; ; 1/12; ; 3/40; 1/19; 1/12; ; 1/12; ; ; ; 
Everton; 5; 9/2; ; 4; 9/2; ; 4; 6; ; ; ; ; 9/2; 6; 9/2; ; ; ; 5; ; 9/2; 9/2; 5; ; 5; ; ; ; 
West Brom; 1000; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; 
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-27 12:02:07 GMT+3; 2017-04-01 15:00; e70300-dr003
Chelsea; 2/7; 2/7; 3/10; 2/7; 3/10; 5/18; 2/7; 1/4; 3/10; 3/10; 2/7; 2/7; 2/7; 2/7; 30/100; 2/7; 3/11; 1/4; 1/4; 3/11; 2/7; 3/10; 5/18; 2/7; 5/18; ; ; 1/4; 3/10
Draw; 4; 17/4; 17/4; 4; 4; 19/4; 19/4; 9/2; 9/2; 17/4; 4; 4; 17/4; 4; 17/4; 4; 23/5; 9/2; 9/2; 23/5; 5; 9/2; 9/2; 4; 9/2; ; ; 23/5; 5
Crystal Palace; 10; 10; 10; 11; 11; 12; 12; 12; 9; 10; 10; 9; 10; 14; 9; 11; 43/4; 10; 21/2; 43/4; 13; 87/10; 21/2; 10; 21/2; ; ; 58/5; 
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-27 16:15:34 GMT+3; 2017-04-01 15:00; e70300-dr003
Chelsea; 2/7; 2/7; 3/10; 2/7; 3/10; 5/18; 3/10; 2/7; 3/10; 3/10; 2/7; 2/7; 2/7; 3/10; 30/100; 2/7; 3/11; 1/4; 1/4; 3/11; 2/7; 3/10; 5/18; 3/10; 5/18; ; ; 1/4; 3/10
Draw; 4; 17/4; 17/4; 4; 4; 19/4; 9/2; 9/2; 9/2; 17/4; 4; 4; 17/4; 4; 17/4; 4; 50/11; 9/2; 9/2; 50/11; 5; 9/2; 9/2; 17/4; 9/2; ; ; 23/5; 24/5
Crystal Palace; 10; 10; 10; 11; 11; 12; 12; 9; 9; 10; 10; 9; 10; 14; 9; 10; 43/4; 10; 21/2; 43/4; 13; 87/10; 21/2; 11; 21/2; ; ; 58/5; 59/5
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-27 20:15:30 GMT+3; 2017-04-01 15:00; e70300-dr003
Chelsea; 2/7; 3/10; 3/10; 2/7; 3/10; 5/18; 3/10; 2/7; 3/10; 3/10; 2/7; 2/7; 2/7; 3/10; 30/100; 2/7; 3/11; 1/4; 1/4; 3/11; 2/7; 3/10; 5/18; 3/10; 5/18; ; ; 2/7; 3/10
Draw; 4; 4; 17/4; 4; 4; 19/4; 9/2; 9/2; 9/2; 17/4; 4; 4; 17/4; 9/2; 17/4; 4; 50/11; 9/2; 9/2; 50/11; 5; 9/2; 9/2; 17/4; 9/2; ; ; 9/2; 24/5
Crystal Palace; 10; 10; 10; 11; 11; 12; 12; 9; 9; 10; 10; 9; 10; 11; 9; 10; 43/4; 10; 21/2; 43/4; 13; 87/10; 21/2; 11; 21/2; ; ; 58/5; 59/5
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-28 00:15:29 GMT+3; 2017-04-01 15:00; e70300-dr003
Chelsea; 2/7; 3/10; 3/10; 2/7; 2/7; 5/18; 3/10; 2/7; 3/10; 2/7; 2/7; 2/7; 2/7; 2/7; 30/100; 2/7; 3/11; 1/4; 1/4; 3/11; 2/7; 3/10; 5/18; 3/10; 5/18; ; ; 2/7; 3/10
Draw; 4; 4; 17/4; 4; 9/2; 19/4; 9/2; 9/2; 9/2; 17/4; 4; 15/4; 17/4; 24/5; 17/4; 4; 50/11; 9/2; 9/2; 50/11; 5; 9/2; 9/2; 17/4; 9/2; ; ; 21/5; 24/5
Crystal Palace; 10; 10; 10; 11; 11; 12; 12; 9; 9; 10; 10; 10; 10; 10; 9; 10; 43/4; 10; 21/2; 43/4; 13; 87/10; 21/2; 11; 21/2; ; ; 58/5; 59/5
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-28 04:15:22 GMT+3; 2017-03-30 01:45; e70300-dr003
Botafogo; 3/4; ; 17/20; ; ; 4/5; 17/20; 4/5; ; ; ; ; 4/5; ; 5/6; ; 13/15; 4/5; ; ; 22/25; 11/13; ; ; ; ; 5/6; ; 
Draw; 12/5; ; 9/4; ; ; 43/20; 12/5; 23/10; ; ; ; ; 47/20; ; 12/5; ; 40/17; 23/10; ; ; 62/25; 28/13; ; ; ; ; 9/4; ; 
Ferroviaria; 10/3; ; 10/3; ; ; 3; 17/5; 10/3; ; ; ; ; 10/3; ; 3; ; 16/5; 16/5; ; ; 15/4; 31/10; ; ; ; ; 3; ; 
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-28 08:15:28 GMT+3; 2017-04-01 14:30; e70300-dr003
Hamburg; 7/5; 29/20; 29/20; 7/5; 29/20; 6/4; 6/4; 11/8; 6/4; 7/5; 7/5; 29/20; 29/20; 29/20; 6/4; 16/11; 7/5; 7/5; 27/20; 7/5; 6/4; 23/17; 23/17; 6/4; 23/17; ; 7/5; 7/5; 6/4
FC Koln; 11/5; 2; 41/20; 21/10; 21/10; 41/20; 21/10; 9/5; 2; 2; 19/10; 2; 39/20; 2; 19/10; 2; 2; 24/13; 2; 2; 54/25; 24/13; 39/19; 21/10; 21/10; ; 19/10; 19/10; 21/10
Draw; 2; 85/40; 43/20; 21/10; 21/10; 23/10; 11/5; 21/10; 9/4; 21/10; 2; 21/10; 11/5; 11/5; 9/4; 11/5; 21/10; 23/10; 11/5; 21/10; 117/50; 23/10; 11/5; 21/10; 9/4; ; 2; 21/10; 9/4
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-28 08:29:51 GMT+3; 2017-04-01 15:00; e70300-dr003
Chelsea; 2/7; 3/10; 3/10; 2/7; 3/10; 5/18; 3/10; 2/7; 3/10; 2/7; 2/7; 2/7; 2/7; 3/10; 30/100; 2/7; 3/11; 1/4; 1/4; 2/7; 2/7; 3/10; 5/18; 3/10; 5/18; ; ; 2/7; 3/10
Draw; 4; 4; 4; 4; 4; 19/4; 9/2; 9/2; 9/2; 17/4; 19/5; 15/4; 17/4; 9/2; 17/4; 4; 50/11; 9/2; 9/2; 17/4; 5; 9/2; 9/2; 17/4; 9/2; ; ; 22/5; 24/5
Crystal Palace; 10; 10; 10; 11; 11; 12; 12; 9; 9; 10; 10; 10; 10; 12; 9; 10; 43/4; 10; 21/2; 43/4; 13; 87/10; 21/2; 11; 21/2; ; ; 58/5; 59/5
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-28 12:30:59 GMT+3; 2017-04-01 15:00; e70300-dr003
Chelsea; 2/7; 3/10; 3/10; 2/7; 2/7; 5/18; 3/10; 2/7; 3/10; 2/7; 2/7; 2/7; 2/7; 2/7; 30/100; 2/7; 3/11; 1/4; 1/4; 3/11; 2/7; 3/10; 5/18; 3/10; 5/18; ; ; 2/7; 3/10
Draw; 4; 4; 4; 4; 9/2; 19/4; 9/2; 9/2; 9/2; 17/4; 17/4; 15/4; 17/4; 9/2; 17/4; 4; 50/11; 9/2; 9/2; 50/11; 5; 9/2; 9/2; 17/4; 9/2; ; ; 23/5; 24/5
Crystal Palace; 10; 10; 10; 11; 11; 12; 12; 9; 10; 11; 11; 10; 10; 12; 9; 10; 43/4; 10; 21/2; 43/4; 13; 87/10; 21/2; 11; 21/2; ; ; 58/5; 59/5
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-28 16:15:44 GMT+3; 2017-04-01 15:00; e70300-dr003
Chelsea; 2/7; 3/10; 3/10; 2/7; 2/7; 5/18; 3/10; 2/7; 3/10; 2/7; 2/7; 2/7; 2/7; 2/7; 30/100; 2/7; 3/11; 1/4; 1/4; 3/11; 2/7; 3/10; 5/18; 3/10; 5/18; ; ; 2/7; 3/10
Draw; 4; 4; 4; 4; 9/2; 19/4; 9/2; 9/2; 9/2; 17/4; 17/4; 15/4; 17/4; 9/2; 17/4; 9/2; 50/11; 9/2; 9/2; 50/11; 5; 9/2; 9/2; 17/4; 9/2; ; ; 9/2; 24/5
Crystal Palace; 10; 10; 10; 11; 11; 12; 12; 9; 10; 10; 10; 10; 10; 12; 9; 11; 43/4; 10; 21/2; 43/4; 13; 87/10; 21/2; 11; 21/2; ; ; 58/5; 57/5
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-28 20:15:32 GMT+3; 2017-04-01 15:00; e70300-dr003
Chelsea; 2/7; 3/10; 3/10; 2/7; 3/10; 5/18; 3/10; 2/7; 3/10; 3/10; 3/10; 2/7; 2/7; 3/10; 30/100; 2/7; 5/18; 1/4; 1/4; 5/18; 2/7; 3/10; 5/18; 3/10; 5/18; ; ; 2/7; 3/10
Draw; 4; 4; 4; 4; 4; 19/4; 9/2; 9/2; 9/2; 4; 4; 15/4; 17/4; 4; 17/4; 9/2; 23/5; 9/2; 9/2; 23/5; 5; 9/2; 9/2; 4; 9/2; ; ; 9/2; 24/5
Crystal Palace; 11; 10; 10; 11; 11; 12; 12; 9; 10; 10; 10; 10; 10; 14; 9; 11; 45/4; 10; 21/2; 45/4; 13; 87/10; 21/2; 11; 21/2; ; ; 58/5; 59/5
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-29 00:15:34 GMT+3; 2017-04-01 15:00; e70300-dr003
Chelsea; 2/7; 3/10; 3/10; 2/7; 3/10; 5/18; 3/10; 2/7; 3/10; 3/10; 2/7; 2/7; 2/7; 3/10; 30/100; 2/7; 5/18; 1/4; 1/4; 5/18; 29/100; 4/13; 5/18; 3/10; 5/18; ; ; 2/7; 3/10
Draw; 4; 4; 4; 4; 4; 19/4; 9/2; 9/2; 9/2; 4; 4; 15/4; 17/4; 4; 17/4; 9/2; 23/5; 9/2; 9/2; 23/5; 5; 43/10; 9/2; 4; 9/2; ; ; 21/5; 24/5
Crystal Palace; 11; 10; 10; 11; 11; 12; 12; 9; 10; 10; 11; 10; 10; 12; 9; 11; 23/2; 10; 21/2; 23/2; 25/2; 9; 21/2; 11; 21/2; ; ; 58/5; 59/5
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-29 00:32:05 GMT+3; 2017-03-28 15:00; e70300-dr003
Georgia; 17/20; 17/20; 9/10; 17/20; 9/10; 10/11; 9/10; 1; 10/11; 10/11; 1; 20/21; 17/20; 10/11; ; 10/11; 10/11; 11/13; 10/11; 10/11; 10/11; 15/16; 15/16; ; 39/40; ; ; 20/21; 
Draw; 12/5; 11/5; 21/10; 11/5; 11/5; 23/10; 9/4; 9/4; 23/10; 21/10; 11/5; 21/10; 21/10; 11/5; ; 23/10; 9/4; 23/10; 23/10; 9/4; 51/20; 9/4; 23/10; ; 40/17; ; ; 11/5; 
Latvia; 10/3; 16/5; 31/10; 16/5; 3; 18/5; 16/5; 13/5; 3; 10/3; 7/2; 7/2; 16/5; 14/5; ; 16/5; 33/10; 17/5; 14/5; 33/10; 16/5; 17/5; 29/10; ; 3; ; ; 7/2; 
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-29 04:15:22 GMT+3; 2017-04-01 15:00; e70300-dr003
Chelsea; 2/7; 3/10; 3/10; 2/7; 3/10; 5/18; 3/10; 2/7; 3/10; 3/10; 2/7; 2/7; 2/7; 3/10; 30/100; 2/7; 5/18; 1/4; 1/4; 5/18; 29/100; 4/13; 5/18; 3/10; 5/18; ; ; 2/7; 3/10
Draw; 4; 4; 4; 4; 4; 19/4; 9/2; 9/2; 9/2; 4; 4; 15/4; 17/4; 4; 17/4; 9/2; 23/5; 9/2; 9/2; 23/5; 5; 43/10; 9/2; 4; 9/2; ; ; 21/5; 24/5
Crystal Palace; 11; 10; 10; 11; 11; 12; 12; 9; 10; 10; 11; 10; 10; 12; 9; 11; 23/2; 10; 21/2; 23/2; 25/2; 9; 21/2; 11; 21/2; ; ; 58/5; 59/5
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-29 08:15:28 GMT+3; 2017-04-01 15:00; e70300-dr003
Chelsea; 2/7; 3/10; 3/10; 2/7; 3/10; 3/10; 3/10; 2/7; 3/10; 3/10; 2/7; 2/7; 2/7; 3/10; 30/100; 2/7; 5/18; 1/4; 1/4; 5/18; 29/100; 4/13; 5/18; 3/10; 5/18; ; ; 2/7; 3/10
Draw; 4; 4; 4; 4; 4; 17/4; 9/2; 9/2; 9/2; 4; 4; 15/4; 17/4; 4; 17/4; 9/2; 23/5; 9/2; 9/2; 23/5; 5; 43/10; 9/2; 4; 9/2; ; ; 21/5; 24/5
Crystal Palace; 11; 9; 10; 11; 11; 10; 12; 9; 10; 10; 11; 10; 10; 12; 9; 11; 23/2; 10; 21/2; 23/2; 25/2; 9; 21/2; 11; 21/2; ; ; 58/5; 59/5
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-29 12:15:32 GMT+3; 2017-04-01 15:00; e70300-dr003
Chelsea; 2/7; 3/10; 3/10; 2/7; 3/10; 3/10; 3/10; 2/7; 3/10; 3/10; 2/7; 2/7; 2/7; 3/10; 30/100; 2/7; 3/11; 1/4; 1/4; 3/11; 29/100; 4/13; 5/18; 3/10; 2/7; ; ; 2/7; 3/10
Draw; 4; 4; 4; 4; 4; 17/4; 9/2; 9/2; 9/2; 4; 4; 15/4; 17/4; 4; 17/4; 9/2; 79/17; 9/2; 23/5; 79/17; 5; 43/10; 19/4; 4; 19/4; ; ; 23/5; 24/5
