META; english/premier-league/burnley-v-man-city; 2016-11-01 04:17:55 GMT+3; 2016-11-26 12:30; e70300-dr003
Burnley; 8; 17/2; 9; 9; 17/2; 17/2; 8; 9; 9; 9; 7; 17/2; 8; 9; 9; 8; 35/4; 35/4; 17/2; 43/5; 35/4; 9; 42/5; 35/4; 8; ; 9; 43/5; 47/5
META; english/premier-league/burnley-v-man-city; 2016-11-25 06:30:13 GMT+2; 2016-11-26 12:30; e70300-dr003
Man City; 1/3; 3/10; 2/7; 1/4; 1/3; 2/7; 1/3; 3/10; 3/10; 3/10; 1/3; 1/3; 3/10; 1/3; 30/100; 1/3; 3/10; 6/19; 5/18; 3/10; 3/10; 8/25; 5/18; 6/19; 3/10; ; 3/10; 3/10; 1/3
Draw; 5; 17/4; 19/4; 4; 5; 5; 5; 9/2; 5; 5; 17/4; 9/2; 5; 24/5; 9/2; 9/2; 24/5; 51/10; 5; 5; 24/5; 26/5; 5; 51/10; 9/2; ; 23/5; 23/5; 5
Burnley; 8; 17/2; 9; 9; 17/2; 17/2; 8; 9; 9; 9; 7; 17/2; 8; 9; 9; 8; 35/4; 35/4; 17/2; 43/5; 35/4; 9; 42/5; 35/4; 8; ; 9; 43/5; 47/5
META; english/premier-league/burnley-v-man-city; 2016-11-25 07:45:30 GMT+2; 2016-11-26 12:30; e70300-dr003
Man City; 1/3; 3/10; 2/7; 1/4; 1/3; 2/7; 1/3; 3/10; 3/10; 3/10; 1/3; 1/3; 3/10; 1/3; 30/100; 1/3; 3/10; 6/19; 5/18; 3/10; 3/10; 8/25; 5/18; 6/19; 3/10; ; 3/10; 3/10; 1/3
Draw; 5; 9/2; 19/4; 4; 5; 5; 5; 9/2; 5; 5; 17/4; 9/2; 5; 24/5; 9/2; 9/2; 63/13; 51/10; 5; 5; 63/13; 26/5; 5; 51/10; 9/2; ; 23/5; 23/5; 5
Burnley; 8; 17/2; 9; 9; 17/2; 17/2; 8; 9; 9; 9; 7; 17/2; 8; 9; 9; 8; 35/4; 35/4; 17/2; 43/5; 35/4; 9; 42/5; 35/4; 8; ; 9; 43/5; 47/5
META; english/premier-league/burnley-v-man-city; 2016-11-25 08:15:45 GMT+2; 2016-11-26 12:30; e70300-dr003
Man City; 1/3; 3/10; 2/7; 1/4; 1/3; 2/7; 1/3; 3/10; 3/10; 3/10; 1/3; 1/3; 3/10; 1/3; 30/100; 1/3; 3/10; 6/19; 5/18; 3/10; 3/10; 8/25; 5/18; 6/19; 3/10; ; 3/10; 3/10; 1/3
Draw; 5; 9/2; 19/4; 4; 5; 5; 5; 9/2; 5; 5; 17/4; 9/2; 5; 24/5; 9/2; 9/2; 63/13; 51/10; 5; 5; 63/13; 26/5; 5; 51/10; 9/2; ; 23/5; 23/5; 5
Burnley; 8; 17/2; 9; 9; 17/2; 17/2; 8; 9; 9; 9; 7; 17/2; 8; 9; 9; 8; 35/4; 35/4; 17/2; 43/5; 35/4; 9; 42/5; 35/4; 8; ; 9; 43/5; 47/5
META; english/premier-league/burnley-v-man-city; 2016-11-25 09:45:25 GMT+2; 2016-11-26 12:30; e70300-dr003
Man City; 1/3; 3/10; 3/10; 1/4; 1/3; 3/10; 1/3; 3/10; 3/10; 3/10; 1/3; 1/3; 3/10; 7/20; 30/100; 1/3; 3/10; 6/19; 5/18; 3/10; 3/10; 8/25; 5/18; 6/19; 3/10; ; 3/10; 3/10; 1/3
Draw; 5; 9/2; 19/4; 4; 5; 5; 5; 9/2; 5; 5; 17/4; 9/2; 5; 24/5; 9/2; 9/2; 63/13; 51/10; 5; 5; 63/13; 26/5; 5; 51/10; 9/2; ; 23/5; 23/5; 5
Burnley; 8; 17/2; 9; 9; 17/2; 19/2; 8; 9; 9; 9; 7; 17/2; 8; 17/2; 9; 8; 35/4; 35/4; 17/2; 43/5; 35/4; 9; 42/5; 35/4; 8; ; 9; 43/5; 47/5
META; english/premier-league/burnley-v-man-city; 2016-11-25 11:45:26 GMT+2; 2016-11-26 12:30; e70300-dr003
Man City; 1/3; 3/10; 3/10; 1/3; 1/3; 3/10; 1/3; 3/10; 3/10; 3/10; 1/3; 1/3; 3/10; 1/3; 1/3; 1/3; 3/10; 6/19; 5/18; 3/10; 3/10; 8/25; 2/7; 6/19; 3/10; ; 3/10; 3/10; 1/3
Draw; 5; 9/2; 19/4; 9/2; 5; 5; 5; 9/2; 5; 5; 19/4; 9/2; 5; 5; 9/2; 9/2; 63/13; 51/10; 5; 5; 63/13; 26/5; 49/10; 51/10; 9/2; ; 23/5; 24/5; 5
Burnley; 8; 17/2; 9; 9; 17/2; 19/2; 8; 9; 9; 9; 15/2; 17/2; 8; 9; 9; 17/2; 35/4; 35/4; 17/2; 43/5; 35/4; 9; 41/5; 35/4; 8; ; 9; 43/5; 47/5
META; english/premier-league/burnley-v-man-city; 2016-11-25 12:16:10 GMT+2; 2016-11-26 12:30; e70300-dr003
Man City; 1/3; 3/10; 3/10; 1/3; 1/3; 3/10; 1/3; 3/10; 3/10; 3/10; 1/3; 1/3; 3/10; 1/3; 1/3; 1/3; 3/10; 6/19; 5/18; 3/10; 3/10; 8/25; 3/10; 6/19; 3/10; ; 3/10; 3/10; 1/3
Draw; 5; 9/2; 19/4; 9/2; 5; 5; 9/2; 9/2; 5; 5; 19/4; 9/2; 5; 5; 9/2; 9/2; 63/13; 51/10; 5; 5; 63/13; 26/5; 24/5; 51/10; 9/2; ; 23/5; 24/5; 5
Burnley; 8; 17/2; 9; 9; 17/2; 19/2; 19/2; 9; 9; 9; 15/2; 17/2; 8; 9; 9; 17/2; 35/4; 35/4; 17/2; 43/5; 35/4; 9; 8; 35/4; 8; ; 9; 43/5; 47/5
META; english/premier-league/burnley-v-man-city; 2016-11-25 12:57:28 GMT+2; 2016-11-26 12:30; e70300-dr003
Man City; 1/3; 3/10; 2/7; 3/10; 1/3; 3/10; 1/3; 3/10; 3/10; 3/10; 1/3; 1/3; 3/10; 1/3; 1/3; 1/3; 2/7; 6/19; 5/18; 3/10; 2/7; 8/25; 3/10; 6/19; 3/10; ; 3/10; 3/10; 1/3
Draw; 5; 9/2; 19/4; 9/2; 5; 5; 9/2; 9/2; 5; 5; 19/4; 9/2; 5; 5; 9/2; 9/2; 94/19; 51/10; 5; 5; 94/19; 26/5; 47/10; 51/10; 9/2; ; 24/5; 24/5; 5
Burnley; 8; 17/2; 9; 10; 17/2; 19/2; 19/2; 9; 9; 9; 15/2; 17/2; 8; 9; 9; 17/2; 37/4; 35/4; 17/2; 43/5; 37/4; 9; 83/10; 35/4; 8; ; 9; 43/5; 47/5
META; english/premier-league/burnley-v-man-city; 2016-11-25 13:45:47 GMT+2; 2016-11-26 12:30; e70300-dr003
Man City; 1/3; 3/10; 2/7; 3/10; 1/3; 3/10; 1/3; 3/10; 3/10; 3/10; 1/3; 1/3; 3/10; 1/3; 1/3; 1/3; 2/7; 6/19; 5/18; 3/10; 2/7; 8/25; 3/10; 6/19; 3/10; ; 3/10; 3/10; 1/3
Draw; 5; 9/2; 19/4; 9/2; 5; 5; 9/2; 9/2; 5; 5; 19/4; 9/2; 5; 5; 9/2; 9/2; 94/19; 51/10; 5; 5; 94/19; 26/5; 47/10; 51/10; 9/2; ; 24/5; 24/5; 5
Burnley; 8; 17/2; 9; 10; 17/2; 19/2; 19/2; 9; 9; 9; 15/2; 8; 17/2; 9; 9; 17/2; 37/4; 35/4; 17/2; 43/5; 37/4; 9; 9; 35/4; 8; ; 9; 43/5; 47/5
META; english/premier-league/burnley-v-man-city; 2016-11-25 15:45:21 GMT+2; 2016-11-26 12:30; e70300-dr003
Man City; 1/3; 2/7; 2/7; 1/3; 1/3; 2/7; 1/3; 3/10; 3/10; 3/10; 1/3; 1/3; 2/7; 1/3; 1/3; 3/10; 2/7; 6/19; 5/18; 3/10; 2/7; 8/25; 3/10; 6/19; 3/10; ; 3/10; 3/10; 1/3
Draw; 5; 9/2; 5; 9/2; 5; 5; 9/2; 9/2; 5; 5; 19/4; 9/2; 5; 5; 9/2; 5; 5; 94/19; 5; 24/5; 5; 26/5; 49/10; 94/19; 5; ; 24/5; 24/5; 5
Burnley; 8; 9; 9; 10; 17/2; 19/2; 19/2; 9; 9; 9; 15/2; 8; 9; 9; 9; 17/2; 9; 9; 17/2; 9; 9; 9; 44/5; 9; 8; ; 9; 46/5; 19/2
META; english/premier-league/burnley-v-man-city; 2016-11-25 16:17:02 GMT+2; 2016-11-26 12:30; e70300-dr003
Man City; 1/3; 2/7; 2/7; 1/3; 1/3; 2/7; 1/3; 3/10; 3/10; 3/10; 3/10; 1/3; 3/10; 1/3; 1/3; 1/3; 2/7; 6/19; 5/18; 3/10; 2/7; 8/25; 3/10; 6/19; 3/10; ; 3/10; 3/10; 1/3
Draw; 5; 9/2; 5; 9/2; 5; 5; 9/2; 9/2; 5; 5; 5; 9/2; 5; 5; 9/2; 9/2; 5; 94/19; 5; 24/5; 5; 26/5; 49/10; 94/19; 5; ; 24/5; 24/5; 5
Burnley; 8; 9; 9; 10; 17/2; 19/2; 19/2; 9; 9; 9; 17/2; 8; 17/2; 9; 9; 17/2; 9; 9; 17/2; 9; 9; 9; 44/5; 9; 17/2; ; 9; 46/5; 19/2
META; english/premier-league/burnley-v-man-city; 2016-11-25 17:45:22 GMT+2; 2016-11-26 12:30; e70300-dr003
Man City; 1/3; 2/7; 2/7; 1/3; 1/3; 3/10; 1/3; 1/3; 3/10; 3/10; 1/3; 1/3; 3/10; 1/3; 1/3; 1/3; 2/7; 6/19; 5/18; 3/10; 2/7; 8/25; 3/10; 6/19; 1/3; ; 3/10; 3/10; 1/3
Draw; 5; 9/2; 5; 9/2; 5; 5; 9/2; 9/2; 5; 5; 9/2; 9/2; 5; 5; 9/2; 9/2; 94/19; 94/19; 5; 24/5; 94/19; 26/5; 49/10; 94/19; 5; ; 24/5; 24/5; 5
Burnley; 8; 9; 9; 17/2; 17/2; 9; 19/2; 15/2; 17/2; 9; 8; 8; 17/2; 9; 9; 8; 35/4; 9; 17/2; 9; 35/4; 9; 44/5; 9; 8; ; 9; 43/5; 19/2
META; english/premier-league/burnley-v-man-city; 2016-11-25 18:33:54 GMT+2; 2016-11-26 12:30; e70300-dr003
Man City; 1/3; 2/7; 3/10; 1/3; 1/3; 3/10; 1/3; 1/3; 3/10; 3/10; 1/3; 1/3; 3/10; 1/3; 1/3; 1/3; 2/7; 6/19; 5/18; 3/10; 2/7; 8/25; 3/10; 6/19; 1/3; ; 3/10; 3/10; 1/3
Draw; 5; 9/2; 19/4; 9/2; 5; 5; 9/2; 9/2; 5; 5; 19/4; 9/2; 5; 5; 9/2; 9/2; 94/19; 94/19; 5; 24/5; 94/19; 26/5; 49/10; 94/19; 5; ; 24/5; 24/5; 5
Burnley; 8; 9; 9; 17/2; 17/2; 9; 19/2; 15/2; 17/2; 9; 15/2; 8; 17/2; 9; 9; 8; 35/4; 9; 17/2; 9; 35/4; 9; 44/5; 9; 8; ; 9; 43/5; 19/2
META; english/premier-league/burnley-v-man-city; 2016-11-25 19:45:22 GMT+2; 2016-11-26 12:30; e70300-dr003
Man City; 1/3; 2/7; 3/10; 1/3; 1/3; 3/10; 1/3; 1/3; 3/10; 3/10; 1/3; 1/3; 3/10; 1/3; 1/3; 1/3; 2/7; 6/19; 5/18; 3/10; 2/7; 8/25; 3/10; 6/19; 1/3; ; 3/10; 3/10; 1/3
Draw; 5; 9/2; 19/4; 9/2; 5; 5; 9/2; 9/2; 5; 5; 19/4; 9/2; 5; 5; 9/2; 9/2; 94/19; 94/19; 5; 24/5; 94/19; 26/5; 49/10; 94/19; 5; ; 24/5; 24/5; 5
Burnley; 8; 9; 9; 17/2; 17/2; 9; 19/2; 15/2; 17/2; 9; 15/2; 8; 8; 9; 9; 8; 35/4; 9; 17/2; 9; 35/4; 9; 44/5; 9; 8; ; 9; 43/5; 19/2
META; english/premier-league/burnley-v-man-city; 2016-11-25 20:17:13 GMT+2; 2016-11-26 12:30; e70300-dr003
Man City; 1/3; 2/7; 3/10; 1/3; 1/3; 3/10; 1/3; 1/3; 3/10; 3/10; 1/3; 1/3; 3/10; 1/3; 1/3; 1/3; 2/7; 6/19; 5/18; 3/10; 2/7; 8/25; 3/10; 6/19; 1/3; ; 3/10; 3/10; 1/3
Draw; 5; 9/2; 19/4; 9/2; 5; 5; 9/2; 9/2; 5; 5; 19/4; 9/2; 5; 5; 9/2; 9/2; 94/19; 94/19; 5; 24/5; 94/19; 26/5; 49/10; 94/19; 5; ; 24/5; 24/5; 5
Burnley; 8; 17/2; 9; 17/2; 17/2; 9; 19/2; 15/2; 17/2; 9; 15/2; 8; 8; 9; 9; 8; 35/4; 9; 17/2; 9; 35/4; 9; 44/5; 9; 8; ; 17/2; 17/2; 19/2
META; english/premier-league/burnley-v-man-city; 2016-11-25 21:45:26 GMT+2; 2016-11-26 12:30; e70300-dr003
Man City; 1/3; 3/10; 3/10; 1/3; 1/3; 3/10; 1/3; 1/3; 3/10; 3/10; 1/3; 1/3; 3/10; 1/3; 1/3; 1/3; 2/7; 6/19; 5/18; 3/10; 2/7; 8/25; 3/10; 6/19; 1/3; ; 3/10; 3/10; 1/3
Draw; 5; 19/4; 19/4; 9/2; 5; 5; 9/2; 9/2; 5; 5; 19/4; 9/2; 5; 5; 9/2; 9/2; 94/19; 94/19; 5; 24/5; 94/19; 26/5; 24/5; 94/19; 5; ; 24/5; 24/5; 26/5
Burnley; 8; 9; 9; 17/2; 17/2; 9; 19/2; 15/2; 17/2; 9; 15/2; 8; 8; 9; 9; 8; 35/4; 9; 17/2; 9; 35/4; 9; 44/5; 9; 8; ; 17/2; 43/5; 19/2
META; english/premier-league/burnley-v-man-city; 2016-11-25 23:45:13 GMT+2; 2016-11-26 12:30; e70300-dr003
Man City; 1/3; 3/10; 3/10; 1/3; 1/3; 3/10; 1/3; 1/3; 3/10; 3/10; 1/3; 1/3; 3/10; 1/3; 1/3; 1/3; 2/7; 6/19; 5/18; 3/10; 2/7; 8/25; 3/10; 6/19; 1/3; ; 3/10; 3/10; 1/3
Draw; 5; 19/4; 19/4; 9/2; 5; 5; 5; 9/2; 5; 5; 19/4; 9/2; 5; 5; 9/2; 9/2; 94/19; 94/19; 5; 24/5; 94/19; 26/5; 24/5; 94/19; 5; ; 24/5; 24/5; 26/5
Burnley; 8; 9; 17/2; 17/2; 17/2; 9; 17/2; 15/2; 17/2; 9; 15/2; 8; 8; 9; 9; 8; 35/4; 9; 17/2; 9; 35/4; 9; 49/6; 9; 8; ; 17/2; 17/2; 19/2
META; english/premier-league/burnley-v-man-city; 2016-11-26 00:16:55 GMT+2; 2016-11-26 12:30; e70300-dr003
Man City; 1/3; 3/10; 3/10; 1/3; 1/3; 3/10; 1/3; 1/3; 3/10; 3/10; 1/3; 1/3; 3/10; 1/3; 1/3; 1/3; 2/7; 6/19; 5/18; 3/10; 2/7; 8/25; 4/13; 6/19; 1/3; ; 3/10; 3/10; 1/3
Draw; 5; 19/4; 19/4; 9/2; 5; 5; 5; 9/2; 5; 5; 19/4; 9/2; 5; 5; 9/2; 9/2; 94/19; 94/19; 5; 24/5; 94/19; 26/5; 24/5; 94/19; 5; ; 24/5; 24/5; 26/5
Burnley; 8; 9; 17/2; 17/2; 17/2; 9; 17/2; 15/2; 17/2; 9; 15/2; 8; 8; 9; 9; 8; 35/4; 9; 17/2; 9; 35/4; 9; 17/2; 9; 8; ; 9; 17/2; 19/2
META; english/premier-league/burnley-v-man-city; 2016-11-26 00:54:21 GMT+2; 2016-11-26 12:30; e70300-dr003
Man City; 1/3; 3/10; 3/10; 1/3; 1/3; 3/10; 1/3; 1/3; 3/10; 3/10; 1/3; 1/3; 3/10; 1/3; 1/3; 1/3; 2/7; 6/19; 5/18; 3/10; 2/7; 8/25; 4/13; 6/19; 1/3; ; 3/10; 3/10; 1/3
Draw; 5; 19/4; 19/4; 9/2; 5; 5; 5; 9/2; 5; 5; 19/4; 9/2; 5; 5; 9/2; 9/2; 94/19; 94/19; 5; 24/5; 94/19; 26/5; 24/5; 94/19; 5; ; 24/5; 24/5; 5
Burnley; 8; 9; 9; 17/2; 17/2; 9; 17/2; 15/2; 17/2; 9; 15/2; 8; 8; 9; 9; 8; 35/4; 9; 17/2; 9; 35/4; 9; 17/2; 9; 8; ; 17/2; 43/5; 47/5
META; english/premier-league/burnley-v-man-city; 2016-11-26 01:45:06 GMT+2; 2016-11-26 12:30; e70300-dr003
Man City; 1/3; 3/10; 3/10; 1/3; 1/3; 3/10; 1/3; 1/3; 3/10; 3/10; 1/3; 1/3; 3/10; 1/3; 1/3; 1/3; 2/7; 6/19; 5/18; 3/10; 2/7; 8/25; 4/13; 6/19; 1/3; ; 3/10; 3/10; 1/3
Draw; 5; 19/4; 19/4; 4; 5; 5; 5; 9/2; 5; 5; 19/4; 9/2; 5; 5; 9/2; 9/2; 94/19; 94/19; 5; 24/5; 94/19; 26/5; 24/5; 94/19; 5; ; 24/5; 24/5; 5
Burnley; 8; 9; 17/2; 9; 17/2; 9; 17/2; 15/2; 17/2; 9; 15/2; 8; 8; 9; 9; 8; 35/4; 9; 17/2; 9; 35/4; 9; 17/2; 9; 8; ; 17/2; 17/2; 44/5
META; english/premier-league/burnley-v-man-city; 2016-11-26 03:45:06 GMT+2; 2016-11-26 12:30; e70300-dr003
Man City; 1/3; 3/10; 3/10; 1/3; 1/3; 3/10; 1/3; 1/3; 3/10; 3/10; 1/3; 1/3; 3/10; 1/3; 30/100; 1/3; 2/7; 6/19; 5/18; 3/10; 2/7; 8/25; 4/13; 6/19; 1/3; ; 3/10; 3/10; 1/3
Draw; 5; 19/4; 19/4; 4; 5; 5; 5; 9/2; 5; 5; 19/4; 9/2; 5; 5; 19/4; 9/2; 94/19; 94/19; 5; 24/5; 94/19; 26/5; 24/5; 94/19; 5; ; 24/5; 24/5; 5
Burnley; 8; 9; 9; 9; 17/2; 9; 17/2; 15/2; 17/2; 9; 15/2; 8; 8; 9; 10; 8; 35/4; 9; 17/2; 9; 35/4; 9; 17/2; 9; 8; ; 9; 43/5; 47/5
META; english/premier-league/burnley-v-man-city; 2016-11-26 04:16:54 GMT+2; 2016-11-26 12:30; e70300-dr003
Man City; 1/3; 3/10; 3/10; 1/3; 1/3; 3/10; 1/3; 1/3; 3/10; 3/10; 1/3; 1/3; 3/10; 1/3; 30/100; 1/3; 2/7; 6/19; 5/18; 3/10; 2/7; 8/25; 4/13; 6/19; 1/3; ; 3/10; 3/10; 1/3
Draw; 5; 19/4; 19/4; 4; 5; 5; 5; 9/2; 5; 5; 19/4; 9/2; 5; 5; 19/4; 9/2; 94/19; 94/19; 5; 24/5; 94/19; 26/5; 24/5; 94/19; 5; ; 24/5; 24/5; 5
Burnley; 8; 9; 9; 9; 17/2; 9; 17/2; 15/2; 17/2; 9; 15/2; 8; 8; 9; 10; 8; 35/4; 9; 17/2; 9; 35/4; 9; 17/2; 9; 8; ; 9; 43/5; 47/5
META; english/premier-league/burnley-v-man-city; 2016-11-26 05:45:06 GMT+2; 2016-11-26 12:30; e70300-dr003
Man City; 1/3; 3/10; 3/10; 1/3; 1/3; 3/10; 1/3; 1/3; 3/10; 3/10; 1/3; 1/3; 3/10; 1/3; 30/100; 1/3; 2/7; 6/19; 5/18; 3/10; 2/7; 8/25; 4/13; 6/19; 1/3; ; 3/10; 3/10; 1/3
Draw; 5; 19/4; 19/4; 4; 5; 5; 5; 9/2; 5; 5; 19/4; 9/2; 5; 5; 19/4; 9/2; 94/19; 94/19; 5; 24/5; 94/19; 26/5; 24/5; 94/19; 5; ; 24/5; 24/5; 5
Burnley; 8; 9; 9; 9; 17/2; 9; 17/2; 15/2; 17/2; 9; 15/2; 8; 8; 9; 10; 8; 35/4; 9; 17/2; 9; 35/4; 9; 17/2; 9; 8; ; 9; 43/5; 47/5
META; english/premier-league/burnley-v-man-city; 2016-11-26 06:31:17 GMT+2; 2016-11-26 12:30; e70300-dr003
Man City; 1/3; 3/10; 3/10; 1/3; 1/3; 3/10; 1/3; 1/3; 3/10; 3/10; 1/3; 1/3; 3/10; 1/3; 30/100; 1/3; 2/7; 6/19; 5/18; 3/10; 2/7; 8/25; 4/13; 6/19; 1/3; ; 3/10; 3/10; 1/3
Draw; 5; 19/4; 19/4; 4; 5; 5; 5; 9/2; 5; 5; 19/4; 9/2; 5; 5; 19/4; 9/2; 63/13; 94/19; 5; 24/5; 63/13; 26/5; 24/5; 94/19; 5; ; 24/5; 24/5; 5
Burnley; 8; 9; 9; 9; 17/2; 9; 17/2; 15/2; 17/2; 9; 15/2; 8; 8; 9; 10; 8; 9; 9; 17/2; 9; 9; 9; 17/2; 9; 8; ; 9; 43/5; 47/5
META; english/premier-league/burnley-v-man-city; 2016-11-26 07:45:08 GMT+2; 2016-11-26 12:30; e70300-dr003
Man City; 3/10; 1/4; 1/4; 1/4; 1/3; 3/10; 1/3; 1/3; 3/10; 3/10; 1/4; 1/3; 2/7; 1/3; 2/7; 3/10; 5/18; 6/19; 1/4; 3/10; 5/18; 8/25; 3/11; 6/19; 2/7; ; 3/10; 3/10; 1/3
Draw; 5; 5; 11/2; 5; 5; 5; 5; 9/2; 5; 5; 5; 9/2; 5; 5; 5; 5; 5; 94/19; 21/4; 24/5; 5; 26/5; 26/5; 94/19; 5; ; 24/5; 5; 5
Burnley; 10; 12; 11; 11; 17/2; 9; 17/2; 15/2; 17/2; 9; 12; 8; 9; 9; 11; 9; 19/2; 9; 21/2; 9; 19/2; 9; 19/2; 9; 9; ; 9; 46/5; 47/5
META; english/premier-league/burnley-v-man-city; 2016-11-26 08:16:44 GMT+2; 2016-11-26 12:30; e70300-dr003
Man City; 3/10; 2/7; 1/4; 1/4; 1/3; 3/10; 1/3; 1/3; 1/4; 3/10; 1/4; 1/3; 2/7; 1/3; 2/7; 3/10; 2/7; 6/19; 5/18; 3/10; 2/7; 8/25; 3/11; 6/19; 3/10; ; 3/10; 3/10; 1/3
Draw; 21/4; 5; 11/2; 5; 5; 5; 5; 9/2; 21/4; 5; 5; 9/2; 5; 5; 5; 5; 5; 94/19; 5; 24/5; 5; 26/5; 26/5; 94/19; 5; ; 24/5; 5; 26/5
Burnley; 9; 10; 11; 11; 17/2; 9; 17/2; 15/2; 10; 9; 12; 8; 9; 9; 11; 9; 37/4; 9; 9; 9; 37/4; 9; 19/2; 9; 17/2; ; 9; 46/5; 47/5
META; english/premier-league/burnley-v-man-city; 2016-11-26 09:45:06 GMT+2; 2016-11-26 12:30; e70300-dr003
Man City; 3/10; 2/7; 1/4; 2/7; 3/10; 3/10; 3/10; 1/3; 1/4; 3/10; 1/4; 1/3; 1/4; 1/3; 30/100; 3/10; 2/7; 6/19; 1/4; 3/10; 2/7; 3/10; 3/11; 6/19; 3/10; ; 3/10; 3/10; 1/3
Draw; 21/4; 5; 11/2; 5; 5; 5; 21/4; 9/2; 21/4; 5; 5; 9/2; 11/2; 5; 5; 5; 5; 94/19; 11/2; 24/5; 5; 53/10; 53/10; 94/19; 5; ; 5; 5; 26/5
Burnley; 9; 10; 10; 9; 10; 9; 19/2; 15/2; 10; 9; 12; 8; 10; 9; 9; 9; 37/4; 9; 19/2; 9; 37/4; 10; 93/10; 9; 17/2; ; 9; 46/5; 49/5
META; english/premier-league/burnley-v-man-city; 2016-11-26 11:45:06 GMT+2; 2016-11-26 12:30; e70300-dr003
Man City; 3/10; 3/10; 3/10; 3/10; 3/10; 2/7; 3/10; 1/3; 1/3; 3/10; 3/10; 3/10; 3/10; 3/10; 30/100; 3/10; 5/19; 4/13; 1/4; 3/10; ; 3/10; 5/18; 4/13; 3/10; ; 3/10; 3/10; 3/10
Draw; 21/4; 19/4; 5; 5; 5; 5; 21/4; 9/2; 5; 5; 5; 5; 19/4; 5; 5; 5; 53/10; 96/19; 21/4; 5; ; 53/10; 51/10; 96/19; 5; ; 5; 5; 26/5
Burnley; 9; 9; 9; 9; 10; 19/2; 10; 15/2; 15/2; 9; 9; 17/2; 9; 10; 9; 17/2; 10; 159/17; 10; 46/5; ; 10; 93/10; 159/17; 9; ; 19/2; 46/5; 49/5
META; english/premier-league/burnley-v-man-city; 2016-11-26 12:17:22 GMT+2; 2016-11-26 12:30; e70300-dr003
Man City; 3/10; 3/10; 3/10; 3/10; 3/10; 2/7; 3/10; 3/10; 1/3; 3/10; 3/10; 3/10; 2/7; 3/10; 30/100; 3/10; 3/11; 4/13; 5/18; 3/10; ; 3/10; 5/18; 4/13; 2/7; ; 3/10; 3/10; 3/10
Draw; 11/2; 19/4; 5; 5; 5; 5; 21/4; 9/2; 5; 5; 5; 5; 19/4; 5; 5; 5; 26/5; 96/19; 5; 5; ; 53/10; 51/10; 96/19; 5; ; 5; 5; 26/5
Burnley; 9; 9; 9; 9; 10; 19/2; 10; 9; 15/2; 9; 9; 17/2; 10; 10; 9; 9; 39/4; 159/17; 9; 46/5; ; 10; 93/10; 159/17; 9; ; 19/2; 46/5; 49/5
META; english/premier-league/burnley-v-man-city; 2016-11-26 13:02:29 GMT+2; 2016-11-26 12:30; e70300-dr003
Man City; 3/10; 3/10; 3/10; 3/10; 3/10; 2/7; 3/10; 3/10; 1/3; 3/10; 3/10; 3/10; 2/7; 3/10; 30/100; 3/10; 5/19; 4/13; 5/18; 3/10; 3/11; 3/10; 5/18; 4/13; 2/7; ; 1/4; 2/7; 3/10
Draw; 11/2; 19/4; 5; 5; 5; 5; 21/4; 9/2; 5; 5; 5; 5; 19/4; 5; 5; 5; 21/4; 96/19; 5; 5; 26/5; 53/10; 51/10; 96/19; 5; ; 5; 26/5; 28/5
Burnley; 9; 9; 9; 9; 10; 19/2; 21/2; 9; 15/2; 9; 9; 17/2; 10; 10; 9; 9; 10; 159/17; 9; 46/5; 39/4; 10; 93/10; 159/17; 9; ; 10; 51/5; 52/5
META; english/premier-league/burnley-v-man-city; 2016-11-26 13:45:06 GMT+2; 2016-11-26 12:30; e70300-dr003
Man City; 3/10; 1/4; 3/10; 3/10; 3/10; 2/7; 3/10; 3/10; 1/3; 1/4; 3/10; 3/10; 2/7; 3/10; 2/7; 2/7; 5/19; 4/13; 1/4; 3/10; 5/19; 27/100; 5/19; 4/13; 2/7; ; 1/4; 1/4; 1/4
Draw; 11/2; 5; 5; 5; 5; 5; 5; 9/2; 5; 5; 5; 5; 19/4; 11/2; 11/2; 5; 21/4; 96/19; 21/4; 5; 26/5; 11/2; 26/5; 96/19; 5; ; 26/5; 27/5; 6
Burnley; 9; 11; 8; 9; 10; 19/2; 21/2; 9; 11; 9; 9; 17/2; 10; 10; 9; 10; 10; 159/17; 10; 46/5; 10; 12; 21/2; 159/17; 9; ; 10; 51/5; 57/5
META; english/premier-league/burnley-v-man-city; 2016-11-26 15:45:08 GMT+2; 2016-11-26 12:30; In Play; e70300-dr003
Man City; 4/9; 2/5; 2/5; 2/5; 10/11; 2/5; 2/5; 4/9; ; 2/5; 2/5; 2/5; 21/50; 2/5; ; ; 4/11; 4/11; 5/12; ; 4/11; 2/5; ; ; 2/5; ; 2/5; 4/9; 2/5
Draw; 12/5; 11/4; 3; 11/4; 11/4; 5/2; 13/5; 12/5; ; 5/2; 11/5; 5/2; 27/10; 14/5; ; ; 3; 31/10; 5/2; ; 3; 61/20; ; ; 11/4; ; 14/5; 14/5; 10/3
Burnley; 12; 14; 12; 12; 3; 14; 14; 11; ; 12; 12; 12; 11; 10; ; ; 47/4; 23/2; 12; ; 11; 11; ; ; 11; ; 69/5; 13; 67/5
META; english/premier-league/burnley-v-man-city; 2016-11-26 16:17:16 GMT+2; 2016-11-26 12:30; In Play; e70300-dr003
